,filename,LCD,PLD,LFPD,density cm3_g,ASA_m2_cm3,NASA_m2_cm3,AV_VF,AV_cm3_g,NAV_cm3_g,All_Metals,Has_OMS,Open_Metal_Sites,Extension,FSR_overlap,fomula,Cu,H,C,N,O,K,Pb,S,Zn,Co,Yb,Cs,Si,Cd,Cl,Dy,Ni,B,Th,Br,V,P,Ag,Mo,Gd,Na,Ba,Mn,Fe,Pt,F,Lu,W,Sm,In,Sc,Tb,Mg,La,Pd,I,Al,Ce,Cr,Ti,Zr,Nd,Pr,Eu,Y,Hf,U,Li,Rh,Ga,Se,Hg,Ca,Er,Ho,Re,Sr,Ru,Ge,Bi,Sn,Sb,Rb,Tm,Be,Ir,As,Nb,Au,Te,Np,Pu,all_electronegativity,metal_electronegativity,nonmetal_electronegativity,atom_number,volume,density g/cc
359,FALRIV01_clean,5.68899,4.70468,5.67497,1.06479,1159.51,0,0.5166,0.485167,0,Zn,No,0,clean,Y,Zn4 H96 C104 N32,0,96,104,32,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580.28,6.6,573.68,236,3205.864785,1.064802364
360,FALRIV_clean,5.65646,4.67756,5.65646,1.06232,1172.37,0,0.5212,0.490626,0,Zn,No,0,clean,Y,Zn4 H96 C104 N32,0,96,104,32,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580.28,6.6,573.68,236,3213.321748,1.062331342
361,FALROB_clean,5.75308,4.76749,5.73877,1.05859,1169.51,0,0.5176,0.488953,0,Zn,No,0,clean,Y,Zn4 H96 C104 N32,0,96,104,32,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580.28,6.6,573.68,236,3224.637129,1.058603578
362,FALSAO_clean,5.59493,4.61612,5.59493,1.06274,1144.25,0,0.509,0.478952,0,Co,No,0,clean,Y,Co4 H96 C104 N32,0,96,104,32,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,581.2,7.52,573.68,236,3171.69055,1.06271373
363,FASGEO_clean,4.99768,3.35597,4.99362,1.72278,433.626,0,0.4048,0.23497,0,"Zn,Sm",Yes,Zn,clean,Y,Sm2 Zn4 H48 C88 S8 N8 O26,0,48,88,8,26,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473.34,8.94,464.4,184,2363.601321,1.722809527
364,FASGIS_clean,5.11529,3.78202,5.11153,1.92528,377.737,183.317,0.4584,0.238095,0,"Tb,Co",Yes,"Tb,Co",clean,Y,Tb6 Co2 H48 C88 S10 N8 O30,0,48,88,8,30,0,0,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,487.08,3.76,483.32,192,2664.628001,1.925264581
365,FAVDAK_clean,6.67812,5.88583,6.64405,2.22356,1150.29,190.493,0.5552,0.249689,0,Zn,Yes,Zn,clean,Y,Zn40 H252 C360 I96 N108 O24,0,252,360,108,24,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2204.64,66,2138.64,880,15886.56937,2.223632689
366,FAVDEO_clean,8.86805,5.77505,6.60713,2.38182,1421.2,0,0.566,0.237633,0,Zn,Yes,Zn,clean,Y,Zn44 H192 C288 I116 N96,0,192,288,96,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1829.8,72.6,1757.2,736,15752.85508,2.381905537
367,FAVDIS_clean,7.08952,4.40423,6.6109,3.30476,694.499,254.861,0.4708,0.142461,0,Zn,Yes,Zn,clean,Y,Zn40 H192 C288 I184 N96,0,192,288,96,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004.08,66,1938.08,800,15558.09307,3.304838464
368,FAVFOA_clean,6.4361,3.95935,6.37768,1.29248,1565.69,26.5308,0.5776,0.446892,0,"Cd,Mg",No,0,clean,Y,Mg16 Cd32 H576 C1088 O256,0,576,1088,0,256,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4997.28,75.04,4922.24,1968,27918.42606,1.292467885
369,FAYLEY_clean,6.06696,2.8134,6.06696,1.68687,0,1114.17,0.557,0.330197,0,"Fe,Pt",Yes,Pt,clean,Y,Fe1 Pt1 C30 N6,0,0,30,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.85,4.11,94.74,38,684.4410278,1.686860508
370,FAYLIC_clean,6.73446,3.80347,6.73446,1.51633,1348.21,0,0.5788,0.381711,0,"Fe,Pt",Yes,Pt,clean,Y,Fe1 Pt1 C24 N6,0,0,24,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.55,4.11,79.44,32,682.5011532,1.516321424
371,FECFAV_clean,5.25994,4.33258,5.25994,2.87728,502.041,0,0.3954,0.137421,0,Ag,Yes,Ag,clean,N,Ag36 H84 C102 N22,0,84,102,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,581.26,69.48,511.78,244,3174.852067,2.877265615
372,FECJUT_clean,8.20883,4.88885,8.12686,0.902793,1817.93,0,0.618,0.684542,0,Zn,Yes,Zn,clean,Y,Zn32 H4 C912 Cl68 O152,0,4,912,0,152,0,0,0,32,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3124.96,52.8,3072.16,1168,32911.58483,0.902813006
373,FECYOD_clean,7.61625,3.63398,6.55133,1.42838,1251.35,228.478,0.5878,0.411514,0,Zn,Yes,Zn,clean,Y,Zn48 H216 C414 O174,0,216,414,0,174,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2208.66,79.2,2129.46,852,12918.98528,1.428493559
374,FEKBED_clean,9.97263,9.01818,9.97263,2.19008,1973.01,0,0.8292,0.378616,0,Fe,No,0,clean,Y,Fe2 H1440 C480,0,1440,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4395.66,3.66,4392,1922,5556.519088,2.190015217
375,FENZAB_clean,3.04443,2.45902,3.04443,2.16663,0,0,0.3274,0.15111,0,La,No,0,clean,Y,La8 H128 C88 O48,0,128,88,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,679.92,8.8,671.12,272,2349.207951,2.166619311
376,FEVNEA_charged,8.30717,4.3322,7.78379,0.858583,2210.31,0,0.6746,0.785713,0,Sm,No,0,charged,Y,Sm2 H116 C150 S18 N24 Cl4 O68 F54,0,116,150,24,68,0,0,18,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1220.92,2.34,1218.58,436,10421.20297,0.858578349
377,FEVNOL_clean,4.38957,3.82643,4.38957,2.76914,995.906,0,0.4604,0.166261,0,Cu,No,0,clean,Y,Cu16 C144 I12 N16,16,0,144,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478.16,30.4,447.76,188,2694.439014,2.769109487
378,FEVREF_clean,3.94617,2.70908,3.93161,1.32785,0,140.515,0.3296,0.248221,0,K,Yes,K,clean,N,K12 H36 C132 N72 O24,0,36,132,72,24,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,727.08,9.84,717.24,276,4356.146121,1.327832375
379,FEWWEL_clean,8.20772,5.69754,8.195,0.926492,2241.48,0,0.6766,0.730281,0,Co,No,0,clean,Y,Co8 H188 C320 S24 N120 Cl20,0,188,320,120,0,0,0,24,0,8,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1734.56,15.04,1719.52,680,13736.02875,0.926472269
380,FEWWIP_clean,7.82961,5.33402,7.82275,0.99306,2309.46,0,0.6608,0.665418,0,Fe,No,0,clean,Y,Fe8 H204 C320 S28 N120 Cl20,0,204,320,120,0,0,0,28,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1779.68,14.64,1765.04,700,13015.39332,0.993038411
381,FEWXEM_clean,17.92481,8.14411,17.86267,0.48374,2192.72,0,0.805,1.66412,0,Fe,No,0,clean,Y,Fe24 H384 C672 S96 N240,0,384,672,240,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3579.6,43.92,3535.68,1416,55742.968,0.483728161
382,FEWXIQ_clean,17.35042,7.46306,17.20636,0.482905,2259.15,0,0.7942,1.64463,0,Fe,No,0,clean,Y,Fe24 H384 C672 S96 N240,0,384,672,240,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3579.6,43.92,3535.68,1416,55839.33332,0.482893362
383,FEYJID_clean,11.05011,4.28201,11.03981,1.28763,1684.31,60.6702,0.6268,0.486786,0,Co,Yes,Co,clean,Y,Co120 H144 C384 O408,0,144,384,0,408,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2925.12,225.6,2699.52,1056,23673.27814,1.28763326
384,FEYQUW_clean,5.43401,3.9261,5.4268,1.48279,1376.93,0,0.5268,0.355276,0,Pr,Yes,Pr,clean,Y,Pr8 H48 C88 O48,0,48,88,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504.16,9.04,495.12,192,3360.259722,1.482783895
385,FEYZUF_clean,5.22495,3.78183,5.22495,1.61085,1174.9,0,0.5098,0.31648,0,Eu,Yes,Eu,clean,Y,Eu8 H144 C88 O48,0,144,88,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,706.32,0,706.32,288,3284.061486,1.610838442
386,FEZCIX_clean,9.87905,6.13901,9.87905,1.05939,3096.5,0,0.8222,0.776107,0,Cu,Yes,Cu,clean,Y,Cu96 C72 N72,96,0,72,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,584.88,182.4,402.48,240,12498.37768,1.059384577
387,FIDMEL01_clean,4.68139,3.11007,4.51423,2.24942,0,671.35,0.5084,0.226014,0,Zn,Yes,Zn,clean,N,Zn8 H36 C6 N2 O12,0,36,6,2,12,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155.06,13.2,141.86,64,628.566459,2.24982091
388,FIDMIP_clean,5.76709,4.43786,5.76709,2.12603,1177.09,0,0.5436,0.255688,0,Zn,Yes,Zn,clean,Y,Zn56 H156 C18 N18 O84,0,156,18,18,84,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,825.18,92.4,732.78,332,4398.353963,2.126438515
389,FIGLAK_clean,3.54245,3.11894,3.54245,1.57943,0,18.7102,0.393,0.248823,0,Cd,Yes,Cd,clean,Y,Cd24 H520 C624 N80 O120,0,520,624,80,120,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3431.76,40.56,3391.2,1368,14463.77094,1.579412304
390,FIGVUN_clean,4.04027,2.92923,4.04027,1.87942,0,439.972,0.5318,0.28296,0,Zn,No,0,clean,Y,Zn4 P6 H8 O24,0,8,0,0,24,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.9,6.6,113.3,42,741.6821345,1.879603762
391,FIGXAW_clean,4.53955,3.04904,4.50274,1.64292,0,508.295,0.4422,0.269155,0,Cd,No,0,clean,Y,Cd8 H72 C104 N16 O52,0,72,104,16,52,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,664.64,13.52,651.12,252,3312.216392,1.642908065
392,FIHHOV_clean,6.48503,4.23046,4.73284,1.35341,178.981,677.871,0.475,0.350966,0,Zn,Yes,Zn,clean,Y,Zn12 B16 H24 C352 N48 O48 F32,0,24,352,48,48,0,0,0,12,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1441.24,19.8,1421.44,532,8905.003026,1.353433544
393,FIHHUB_SL,15.61182,13.11587,15.60898,0.621293,2170.48,0,0.7232,1.16402,0,Cd,No,0,SL,Y,Cd6 B6 H168 C192 N24 O24 F12,0,168,192,24,24,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1084.86,10.14,1074.72,432,11126.273,0.621283605
394,FIJCUX_clean,7.05898,5.83044,7.05683,1.26326,1564.96,0,0.5956,0.47148,0,Zn,Yes,Zn,clean,Y,Zn18 H60 C96 O60,0,60,96,0,60,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,612.9,29.7,583.2,234,4404.194295,1.263382831
395,FIJFIO_clean,5.20664,4.6235,5.20664,1.24991,1287.13,0,0.5168,0.413471,0,Co,Yes,Co,clean,N,Co4 H88 C88 O20,0,88,88,0,20,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494.32,7.52,486.8,200,2260.342835,1.249888526
396,FIJFOU_clean,6.85299,4.5996,6.84418,1.41253,1137.63,0,0.4974,0.352134,0,Cd,Yes,Cd,clean,N,Cd4 H48 C76 O16,0,48,76,0,16,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361.2,6.76,354.44,144,1959.509214,1.412514005
397,FILYAC_clean,5.64031,4.94176,5.6321,1.25304,1576.38,0,0.554,0.442124,0,Co,Yes,Co,clean,Y,Co24 H112 C184 O88,0,112,184,0,88,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1063.44,45.12,1018.32,408,6818.486238,1.25303602
398,FIPJEV_clean,5.48611,3.75413,5.4744,1.70121,1138.25,0,0.4918,0.289089,0,Cd,Yes,Cd,clean,N,Cd8 H56 C64 N24 O32,0,56,64,24,32,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482.96,13.52,469.44,184,2511.074422,1.701198001
399,FIPWUY_clean,4.7784,4.2474,4.7784,1.32324,892.591,0,0.4866,0.367733,0,Zn,No,0,clean,Y,Zn2 H24 C18 N8 O6,0,24,18,8,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.96,3.3,143.66,58,726.8630997,1.323315465
400,FIQCEN_clean,13.18983,6.65676,13.18983,0.879099,2114.54,0,0.7206,0.819703,0,Cu,Yes,Cu,clean,Y,Cu12 H24 C72 O48,12,24,72,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,424.32,22.8,401.52,156,4570.194986,0.879097715
401,FIQKIB_clean,6.36198,4.04904,6.29401,2.05984,1001.37,2.57664,0.4784,0.232251,0,"Rh,Ag",Yes,Ag,clean,Y,Ag12 H152 Rh8 C72 S24 N24 O96,0,152,72,24,96,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1024.52,41.4,983.12,388,4657.385212,2.059833296
402,FISGOF_clean,15.80637,8.55438,15.80637,0.434111,2007.26,0,0.8372,1.92854,0,Cu,Yes,Cu,clean,Y,Cu6 H42 C90 O24,6,42,90,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,415.86,11.4,404.46,162,7224.096518,0.434106115
403,FISXEM_clean,15.69953,15.64725,15.69953,0.982352,1496.09,0,0.7144,0.727234,0,Cd,No,0,clean,Y,Cd6 H72 C102 O24,0,72,102,0,24,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511.2,10.14,501.06,204,3982.748061,0.982341944
404,FIWJIG_clean,6.45458,3.16665,6.45458,1.10541,0,794.04,0.549,0.496648,0,Cu,Yes,Cu,clean,Y,Cu12 H280 C184 N16 O32,12,280,184,16,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1266.72,22.8,1243.92,524,5995.089259,1.105393458
405,FIWKUT_clean,10.75705,6.21115,10.75089,1.13958,2252,0,0.6778,0.594779,0,Zn,Yes,Zn,clean,Y,Zn96 H144 C432 O360,0,144,432,0,360,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2815.2,158.4,2656.8,1032,25312.05838,1.139703279
406,FOCZEE_clean,4.4728,3.82667,4.43202,1.76964,355.495,0,0.3688,0.208404,0,Nd,No,0,clean,Y,Nd2 H78 C100 O16,0,78,100,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,483.92,2.28,481.64,196,1711.723815,1.769616742
407,FODYUT_clean,4.86672,3.16405,4.70139,1.91946,0,732.512,0.5282,0.275182,0,Zn,No,0,clean,Y,Zn32 P52 H32 O200,0,32,0,0,200,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,925.08,52.8,872.28,316,5999.687042,1.919643908
408,FOFCIO_clean,4.5361,3.88522,4.5076,1.74401,367.243,0,0.3598,0.206306,0,Ce,No,0,clean,Y,Ce2 H78 C100 O16,0,78,100,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,483.88,2.24,481.64,196,1729.023489,1.743985765
409,FOFDAH_clean,4.47344,2.88853,4.47076,1.54038,0,319.149,0.3948,0.256301,0,Ce,No,0,clean,Y,Ce2 H66 C76 O20,0,66,76,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410.04,2.24,407.8,164,1702.797369,1.540357387
